id_no,level,area,system:time_start
L1_RET_101227,1,AfNE,1293408000000
L1_RET_101228,1,AfNE,1293494400000
L1_RET_101229,1,AfNE,1293580800000
L1_RET_101230,1,AfNE,1293667200000
L1_RET_101231,1,AfNE,1293753600000
L1_RET_110101,1,AfNE,1293840000000
L1_RET_110102,1,AfNE,1293926400000
L1_RET_110103,1,AfNE,1294012800000
L1_RET_110104,1,AfNE,1294099200000
L1_RET_110105,1,AfNE,1294185600000
L1_RET_110106,1,AfNE,1294272000000
L1_RET_110107,1,AfNE,1294358400000
L1_RET_110108,1,AfNE,1294444800000
L1_RET_110109,1,AfNE,1294531200000
L1_RET_110110,1,AfNE,1294617600000
L1_RET_110111,1,AfNE,1294704000000
L1_RET_110112,1,AfNE,1294790400000
L1_RET_110113,1,AfNE,1294876800000
L1_RET_110114,1,AfNE,1294963200000
L1_RET_110115,1,AfNE,1295049600000
L1_RET_110116,1,AfNE,1295136000000
L1_RET_110117,1,AfNE,1295222400000
L1_RET_110118,1,AfNE,1295308800000
L1_RET_110119,1,AfNE,1295395200000
L1_RET_110120,1,AfNE,1295481600000
L1_RET_110121,1,AfNE,1295568000000
L1_RET_110122,1,AfNE,1295654400000
L1_RET_110123,1,AfNE,1295740800000
L1_RET_110124,1,AfNE,1295827200000
L1_RET_110125,1,AfNE,1295913600000
L1_RET_110126,1,AfNE,1296000000000
L1_RET_110127,1,AfNE,1296086400000
L1_RET_110128,1,AfNE,1296172800000
L1_RET_110129,1,AfNE,1296259200000
L1_RET_110130,1,AfNE,1296345600000
L1_RET_110131,1,AfNE,1296432000000
L1_RET_110201,1,AfNE,1296518400000
L1_RET_110202,1,AfNE,1296604800000
L1_RET_110203,1,AfNE,1296691200000
L1_RET_110204,1,AfNE,1296777600000
L1_RET_110205,1,AfNE,1296864000000
L1_RET_110206,1,AfNE,1296950400000
L1_RET_110207,1,AfNE,1297036800000
L1_RET_110208,1,AfNE,1297123200000
L1_RET_110209,1,AfNE,1297209600000
L1_RET_110210,1,AfNE,1297296000000
L1_RET_110211,1,AfNE,1297382400000
L1_RET_110212,1,AfNE,1297468800000
L1_RET_110213,1,AfNE,1297555200000
L1_RET_110214,1,AfNE,1297641600000
L1_RET_110215,1,AfNE,1297728000000
L1_RET_110216,1,AfNE,1297814400000
L1_RET_110217,1,AfNE,1297900800000
L1_RET_110218,1,AfNE,1297987200000
L1_RET_110219,1,AfNE,1298073600000
L1_RET_110220,1,AfNE,1298160000000
L1_RET_110221,1,AfNE,1298246400000
L1_RET_110222,1,AfNE,1298332800000
L1_RET_110223,1,AfNE,1298419200000
L1_RET_110224,1,AfNE,1298505600000
L1_RET_110225,1,AfNE,1298592000000
L1_RET_110226,1,AfNE,1298678400000
L1_RET_110227,1,AfNE,1298764800000
L1_RET_110228,1,AfNE,1298851200000
L1_RET_110301,1,AfNE,1298937600000
L1_RET_110302,1,AfNE,1299024000000
L1_RET_110303,1,AfNE,1299110400000
L1_RET_110304,1,AfNE,1299196800000
L1_RET_110305,1,AfNE,1299283200000
L1_RET_110306,1,AfNE,1299369600000
L1_RET_110307,1,AfNE,1299456000000
L1_RET_110308,1,AfNE,1299542400000
L1_RET_110309,1,AfNE,1299628800000
L1_RET_110310,1,AfNE,1299715200000
L1_RET_110311,1,AfNE,1299801600000
L1_RET_110312,1,AfNE,1299888000000
L1_RET_110313,1,AfNE,1299974400000
L1_RET_110314,1,AfNE,1300060800000
L1_RET_110315,1,AfNE,1300147200000
L1_RET_110316,1,AfNE,1300233600000
L1_RET_110317,1,AfNE,1300320000000
L1_RET_110318,1,AfNE,1300406400000
L1_RET_110319,1,AfNE,1300492800000
L1_RET_110320,1,AfNE,1300579200000
L1_RET_110321,1,AfNE,1300665600000
L1_RET_110322,1,AfNE,1300752000000
L1_RET_110323,1,AfNE,1300838400000
L1_RET_110324,1,AfNE,1300924800000
L1_RET_110325,1,AfNE,1301011200000
L1_RET_110326,1,AfNE,1301097600000
L1_RET_110327,1,AfNE,1301184000000
L1_RET_110328,1,AfNE,1301270400000
L1_RET_110329,1,AfNE,1301356800000
L1_RET_110330,1,AfNE,1301443200000
L1_RET_110331,1,AfNE,1301529600000
L1_RET_110401,1,AfNE,1301616000000
L1_RET_110402,1,AfNE,1301702400000
L1_RET_110403,1,AfNE,1301788800000
L1_RET_110404,1,AfNE,1301875200000
L1_RET_110405,1,AfNE,1301961600000
L1_RET_110406,1,AfNE,1302048000000
L1_RET_110407,1,AfNE,1302134400000
L1_RET_110408,1,AfNE,1302220800000
L1_RET_110409,1,AfNE,1302307200000
L1_RET_110410,1,AfNE,1302393600000
L1_RET_110411,1,AfNE,1302480000000
L1_RET_110412,1,AfNE,1302566400000
L1_RET_110413,1,AfNE,1302652800000
L1_RET_110414,1,AfNE,1302739200000
L1_RET_110415,1,AfNE,1302825600000
L1_RET_110416,1,AfNE,1302912000000
L1_RET_110417,1,AfNE,1302998400000
L1_RET_110418,1,AfNE,1303084800000
L1_RET_110419,1,AfNE,1303171200000
L1_RET_110420,1,AfNE,1303257600000
L1_RET_110421,1,AfNE,1303344000000
L1_RET_110422,1,AfNE,1303430400000
L1_RET_110423,1,AfNE,1303516800000
L1_RET_110424,1,AfNE,1303603200000
L1_RET_110425,1,AfNE,1303689600000
L1_RET_110426,1,AfNE,1303776000000
L1_RET_110427,1,AfNE,1303862400000
L1_RET_110428,1,AfNE,1303948800000
L1_RET_110429,1,AfNE,1304035200000
L1_RET_110430,1,AfNE,1304121600000
L1_RET_110501,1,AfNE,1304208000000
L1_RET_110502,1,AfNE,1304294400000
L1_RET_110503,1,AfNE,1304380800000
L1_RET_110504,1,AfNE,1304467200000
L1_RET_110505,1,AfNE,1304553600000
L1_RET_110506,1,AfNE,1304640000000
L1_RET_110507,1,AfNE,1304726400000
L1_RET_110508,1,AfNE,1304812800000
L1_RET_110509,1,AfNE,1304899200000
L1_RET_110510,1,AfNE,1304985600000
L1_RET_110511,1,AfNE,1305072000000
L1_RET_110512,1,AfNE,1305158400000
L1_RET_110513,1,AfNE,1305244800000
L1_RET_110514,1,AfNE,1305331200000
L1_RET_110515,1,AfNE,1305417600000
L1_RET_110516,1,AfNE,1305504000000
L1_RET_110517,1,AfNE,1305590400000
L1_RET_110518,1,AfNE,1305676800000
L1_RET_110519,1,AfNE,1305763200000
L1_RET_110520,1,AfNE,1305849600000
L1_RET_110521,1,AfNE,1305936000000
L1_RET_110522,1,AfNE,1306022400000
L1_RET_110523,1,AfNE,1306108800000
L1_RET_110524,1,AfNE,1306195200000
L1_RET_110525,1,AfNE,1306281600000
L1_RET_110526,1,AfNE,1306368000000
L1_RET_110527,1,AfNE,1306454400000
L1_RET_110528,1,AfNE,1306540800000
L1_RET_110529,1,AfNE,1306627200000
L1_RET_110530,1,AfNE,1306713600000
L1_RET_110531,1,AfNE,1306800000000
L1_RET_110601,1,AfNE,1306886400000
L1_RET_110602,1,AfNE,1306972800000
L1_RET_110603,1,AfNE,1307059200000
L1_RET_110604,1,AfNE,1307145600000
L1_RET_110605,1,AfNE,1307232000000
L1_RET_110606,1,AfNE,1307318400000
L1_RET_110607,1,AfNE,1307404800000
L1_RET_110608,1,AfNE,1307491200000
L1_RET_110609,1,AfNE,1307577600000
L1_RET_110610,1,AfNE,1307664000000
L1_RET_110611,1,AfNE,1307750400000
L1_RET_110612,1,AfNE,1307836800000
L1_RET_110613,1,AfNE,1307923200000
L1_RET_110614,1,AfNE,1308009600000
L1_RET_110615,1,AfNE,1308096000000
L1_RET_110616,1,AfNE,1308182400000
L1_RET_110617,1,AfNE,1308268800000
L1_RET_110618,1,AfNE,1308355200000
L1_RET_110619,1,AfNE,1308441600000
L1_RET_110620,1,AfNE,1308528000000
L1_RET_110621,1,AfNE,1308614400000
L1_RET_110622,1,AfNE,1308700800000
L1_RET_110623,1,AfNE,1308787200000
L1_RET_110624,1,AfNE,1308873600000
L1_RET_110625,1,AfNE,1308960000000
L1_RET_110626,1,AfNE,1309046400000
L1_RET_110627,1,AfNE,1309132800000
L1_RET_110628,1,AfNE,1309219200000
L1_RET_110629,1,AfNE,1309305600000
L1_RET_110630,1,AfNE,1309392000000
L1_RET_110701,1,AfNE,1309478400000
L1_RET_110702,1,AfNE,1309564800000
L1_RET_110703,1,AfNE,1309651200000
L1_RET_110704,1,AfNE,1309737600000
L1_RET_110705,1,AfNE,1309824000000
L1_RET_110706,1,AfNE,1309910400000
L1_RET_110707,1,AfNE,1309996800000
L1_RET_110708,1,AfNE,1310083200000
L1_RET_110709,1,AfNE,1310169600000
L1_RET_110710,1,AfNE,1310256000000
L1_RET_110711,1,AfNE,1310342400000
L1_RET_110712,1,AfNE,1310428800000
L1_RET_110713,1,AfNE,1310515200000
L1_RET_110714,1,AfNE,1310601600000
L1_RET_110715,1,AfNE,1310688000000
L1_RET_110716,1,AfNE,1310774400000
L1_RET_110717,1,AfNE,1310860800000
L1_RET_110718,1,AfNE,1310947200000
L1_RET_110719,1,AfNE,1311033600000
L1_RET_110720,1,AfNE,1311120000000
L1_RET_110721,1,AfNE,1311206400000
L1_RET_110722,1,AfNE,1311292800000
L1_RET_110723,1,AfNE,1311379200000
L1_RET_110724,1,AfNE,1311465600000
L1_RET_110725,1,AfNE,1311552000000
L1_RET_110726,1,AfNE,1311638400000
L1_RET_110727,1,AfNE,1311724800000
L1_RET_110728,1,AfNE,1311811200000
L1_RET_110729,1,AfNE,1311897600000
L1_RET_110730,1,AfNE,1311984000000
L1_RET_110731,1,AfNE,1312070400000
L1_RET_110801,1,AfNE,1312156800000
L1_RET_110802,1,AfNE,1312243200000
L1_RET_110803,1,AfNE,1312329600000
L1_RET_110804,1,AfNE,1312416000000
L1_RET_110805,1,AfNE,1312502400000
L1_RET_110806,1,AfNE,1312588800000
L1_RET_110807,1,AfNE,1312675200000
L1_RET_110808,1,AfNE,1312761600000
L1_RET_110809,1,AfNE,1312848000000
L1_RET_110810,1,AfNE,1312934400000
L1_RET_110811,1,AfNE,1313020800000
L1_RET_110812,1,AfNE,1313107200000
L1_RET_110813,1,AfNE,1313193600000
L1_RET_110814,1,AfNE,1313280000000
L1_RET_110815,1,AfNE,1313366400000
L1_RET_110816,1,AfNE,1313452800000
L1_RET_110817,1,AfNE,1313539200000
L1_RET_110818,1,AfNE,1313625600000
L1_RET_110819,1,AfNE,1313712000000
L1_RET_110820,1,AfNE,1313798400000
L1_RET_110821,1,AfNE,1313884800000
L1_RET_110822,1,AfNE,1313971200000
L1_RET_110823,1,AfNE,1314057600000
L1_RET_110824,1,AfNE,1314144000000
L1_RET_110825,1,AfNE,1314230400000
L1_RET_110826,1,AfNE,1314316800000
L1_RET_110827,1,AfNE,1314403200000
L1_RET_110828,1,AfNE,1314489600000
L1_RET_110829,1,AfNE,1314576000000
L1_RET_110830,1,AfNE,1314662400000
L1_RET_110831,1,AfNE,1314748800000
L1_RET_110901,1,AfNE,1314835200000
L1_RET_110902,1,AfNE,1314921600000
L1_RET_110903,1,AfNE,1315008000000
L1_RET_110904,1,AfNE,1315094400000
L1_RET_110905,1,AfNE,1315180800000
L1_RET_110906,1,AfNE,1315267200000
L1_RET_110907,1,AfNE,1315353600000
L1_RET_110908,1,AfNE,1315440000000
L1_RET_110909,1,AfNE,1315526400000
L1_RET_110910,1,AfNE,1315612800000
L1_RET_110911,1,AfNE,1315699200000
L1_RET_110912,1,AfNE,1315785600000
L1_RET_110913,1,AfNE,1315872000000
L1_RET_110914,1,AfNE,1315958400000
L1_RET_110915,1,AfNE,1316044800000
L1_RET_110916,1,AfNE,1316131200000
L1_RET_110917,1,AfNE,1316217600000
L1_RET_110918,1,AfNE,1316304000000
L1_RET_110919,1,AfNE,1316390400000
L1_RET_110920,1,AfNE,1316476800000
L1_RET_110921,1,AfNE,1316563200000
L1_RET_110922,1,AfNE,1316649600000
L1_RET_110923,1,AfNE,1316736000000
L1_RET_110924,1,AfNE,1316822400000
L1_RET_110925,1,AfNE,1316908800000
L1_RET_110926,1,AfNE,1316995200000
L1_RET_110927,1,AfNE,1317081600000
L1_RET_110928,1,AfNE,1317168000000
L1_RET_110929,1,AfNE,1317254400000
L1_RET_110930,1,AfNE,1317340800000
L1_RET_111001,1,AfNE,1317427200000
L1_RET_111002,1,AfNE,1317513600000
L1_RET_111003,1,AfNE,1317600000000
L1_RET_111004,1,AfNE,1317686400000
L1_RET_111005,1,AfNE,1317772800000
L1_RET_111006,1,AfNE,1317859200000
L1_RET_111007,1,AfNE,1317945600000
L1_RET_111008,1,AfNE,1318032000000
L1_RET_111009,1,AfNE,1318118400000
L1_RET_111010,1,AfNE,1318204800000
L1_RET_111011,1,AfNE,1318291200000
L1_RET_111012,1,AfNE,1318377600000
L1_RET_111013,1,AfNE,1318464000000
L1_RET_111014,1,AfNE,1318550400000
L1_RET_111015,1,AfNE,1318636800000
L1_RET_111016,1,AfNE,1318723200000
L1_RET_111017,1,AfNE,1318809600000
L1_RET_111018,1,AfNE,1318896000000
L1_RET_111019,1,AfNE,1318982400000
L1_RET_111020,1,AfNE,1319068800000
L1_RET_111021,1,AfNE,1319155200000
L1_RET_111022,1,AfNE,1319241600000
L1_RET_111023,1,AfNE,1319328000000
L1_RET_111024,1,AfNE,1319414400000
L1_RET_111025,1,AfNE,1319500800000
L1_RET_111026,1,AfNE,1319587200000
L1_RET_111027,1,AfNE,1319673600000
L1_RET_111028,1,AfNE,1319760000000
L1_RET_111029,1,AfNE,1319846400000
L1_RET_111030,1,AfNE,1319932800000
L1_RET_111031,1,AfNE,1320019200000
L1_RET_111101,1,AfNE,1320105600000
L1_RET_111102,1,AfNE,1320192000000
L1_RET_111103,1,AfNE,1320278400000
L1_RET_111104,1,AfNE,1320364800000
L1_RET_111105,1,AfNE,1320451200000
L1_RET_111106,1,AfNE,1320537600000
L1_RET_111107,1,AfNE,1320624000000
L1_RET_111108,1,AfNE,1320710400000
L1_RET_111109,1,AfNE,1320796800000
L1_RET_111110,1,AfNE,1320883200000
L1_RET_111111,1,AfNE,1320969600000
L1_RET_111112,1,AfNE,1321056000000
L1_RET_111113,1,AfNE,1321142400000
L1_RET_111114,1,AfNE,1321228800000
L1_RET_111115,1,AfNE,1321315200000
L1_RET_111116,1,AfNE,1321401600000
L1_RET_111117,1,AfNE,1321488000000
L1_RET_111118,1,AfNE,1321574400000
L1_RET_111119,1,AfNE,1321660800000
L1_RET_111120,1,AfNE,1321747200000
L1_RET_111121,1,AfNE,1321833600000
L1_RET_111122,1,AfNE,1321920000000
L1_RET_111123,1,AfNE,1322006400000
L1_RET_111124,1,AfNE,1322092800000
L1_RET_111125,1,AfNE,1322179200000
L1_RET_111126,1,AfNE,1322265600000
L1_RET_111127,1,AfNE,1322352000000
L1_RET_111128,1,AfNE,1322438400000
L1_RET_111129,1,AfNE,1322524800000
L1_RET_111130,1,AfNE,1322611200000
L1_RET_111201,1,AfNE,1322697600000
L1_RET_111202,1,AfNE,1322784000000
L1_RET_111203,1,AfNE,1322870400000
L1_RET_111204,1,AfNE,1322956800000
L1_RET_111205,1,AfNE,1323043200000
L1_RET_111206,1,AfNE,1323129600000
L1_RET_111207,1,AfNE,1323216000000
L1_RET_111208,1,AfNE,1323302400000
L1_RET_111209,1,AfNE,1323388800000
L1_RET_111210,1,AfNE,1323475200000
L1_RET_111211,1,AfNE,1323561600000
L1_RET_111212,1,AfNE,1323648000000
L1_RET_111213,1,AfNE,1323734400000
L1_RET_111214,1,AfNE,1323820800000
L1_RET_111215,1,AfNE,1323907200000
L1_RET_111216,1,AfNE,1323993600000
L1_RET_111217,1,AfNE,1324080000000
L1_RET_111218,1,AfNE,1324166400000
L1_RET_111219,1,AfNE,1324252800000
L1_RET_111220,1,AfNE,1324339200000
L1_RET_111221,1,AfNE,1324425600000
L1_RET_111222,1,AfNE,1324512000000
L1_RET_111223,1,AfNE,1324598400000
L1_RET_111224,1,AfNE,1324684800000
L1_RET_111225,1,AfNE,1324771200000
L1_RET_111226,1,AfNE,1324857600000
L1_RET_111227,1,AfNE,1324944000000
L1_RET_111228,1,AfNE,1325030400000
L1_RET_111229,1,AfNE,1325116800000
L1_RET_111230,1,AfNE,1325203200000
L1_RET_111231,1,AfNE,1325289600000
L1_RET_120101,1,AfNE,1325376000000
L1_RET_120102,1,AfNE,1325462400000
L1_RET_120103,1,AfNE,1325548800000
L1_RET_120104,1,AfNE,1325635200000
L1_RET_120105,1,AfNE,1325721600000
L1_RET_120106,1,AfNE,1325808000000
L1_RET_120107,1,AfNE,1325894400000
L1_RET_120108,1,AfNE,1325980800000
L1_RET_120109,1,AfNE,1326067200000
L1_RET_120110,1,AfNE,1326153600000
L1_RET_120111,1,AfNE,1326240000000
L1_RET_120112,1,AfNE,1326326400000
L1_RET_120113,1,AfNE,1326412800000
L1_RET_120114,1,AfNE,1326499200000
L1_RET_120115,1,AfNE,1326585600000
L1_RET_120116,1,AfNE,1326672000000
L1_RET_120117,1,AfNE,1326758400000
L1_RET_120118,1,AfNE,1326844800000
L1_RET_120119,1,AfNE,1326931200000
L1_RET_120120,1,AfNE,1327017600000
L1_RET_120121,1,AfNE,1327104000000
L1_RET_120122,1,AfNE,1327190400000
L1_RET_120123,1,AfNE,1327276800000
L1_RET_120124,1,AfNE,1327363200000
L1_RET_120125,1,AfNE,1327449600000
L1_RET_120126,1,AfNE,1327536000000
L1_RET_120127,1,AfNE,1327622400000
L1_RET_120128,1,AfNE,1327708800000
L1_RET_120129,1,AfNE,1327795200000
L1_RET_120130,1,AfNE,1327881600000
L1_RET_120131,1,AfNE,1327968000000
L1_RET_120201,1,AfNE,1328054400000
L1_RET_120202,1,AfNE,1328140800000
L1_RET_120203,1,AfNE,1328227200000
L1_RET_120204,1,AfNE,1328313600000
L1_RET_120205,1,AfNE,1328400000000
L1_RET_120206,1,AfNE,1328486400000
L1_RET_120207,1,AfNE,1328572800000
L1_RET_120208,1,AfNE,1328659200000
L1_RET_120209,1,AfNE,1328745600000
L1_RET_120210,1,AfNE,1328832000000
L1_RET_120211,1,AfNE,1328918400000
L1_RET_120212,1,AfNE,1329004800000
L1_RET_120213,1,AfNE,1329091200000
L1_RET_120214,1,AfNE,1329177600000
L1_RET_120215,1,AfNE,1329264000000
L1_RET_120216,1,AfNE,1329350400000
L1_RET_120217,1,AfNE,1329436800000
L1_RET_120218,1,AfNE,1329523200000
L1_RET_120219,1,AfNE,1329609600000
L1_RET_120220,1,AfNE,1329696000000
L1_RET_120221,1,AfNE,1329782400000
L1_RET_120222,1,AfNE,1329868800000
L1_RET_120223,1,AfNE,1329955200000
L1_RET_120224,1,AfNE,1330041600000
L1_RET_120225,1,AfNE,1330128000000
L1_RET_120226,1,AfNE,1330214400000
L1_RET_120227,1,AfNE,1330300800000
L1_RET_120228,1,AfNE,1330387200000
L1_RET_120229,1,AfNE,1330473600000
L1_RET_120301,1,AfNE,1330560000000
L1_RET_120302,1,AfNE,1330646400000
L1_RET_120303,1,AfNE,1330732800000
L1_RET_120304,1,AfNE,1330819200000
L1_RET_120305,1,AfNE,1330905600000
L1_RET_120306,1,AfNE,1330992000000
L1_RET_120307,1,AfNE,1331078400000
L1_RET_120308,1,AfNE,1331164800000
L1_RET_120309,1,AfNE,1331251200000
L1_RET_120310,1,AfNE,1331337600000
L1_RET_120311,1,AfNE,1331424000000
L1_RET_120312,1,AfNE,1331510400000
L1_RET_120313,1,AfNE,1331596800000
L1_RET_120314,1,AfNE,1331683200000
L1_RET_120315,1,AfNE,1331769600000
L1_RET_120316,1,AfNE,1331856000000
L1_RET_120317,1,AfNE,1331942400000
L1_RET_120318,1,AfNE,1332028800000
L1_RET_120319,1,AfNE,1332115200000
L1_RET_120320,1,AfNE,1332201600000
L1_RET_120321,1,AfNE,1332288000000
L1_RET_120322,1,AfNE,1332374400000
L1_RET_120323,1,AfNE,1332460800000
L1_RET_120324,1,AfNE,1332547200000
L1_RET_120325,1,AfNE,1332633600000
L1_RET_120326,1,AfNE,1332720000000
L1_RET_120327,1,AfNE,1332806400000
L1_RET_120328,1,AfNE,1332892800000
L1_RET_120329,1,AfNE,1332979200000
L1_RET_120330,1,AfNE,1333065600000
L1_RET_120331,1,AfNE,1333152000000
L1_RET_120401,1,AfNE,1333238400000
L1_RET_120402,1,AfNE,1333324800000
L1_RET_120403,1,AfNE,1333411200000
L1_RET_120404,1,AfNE,1333497600000
L1_RET_120405,1,AfNE,1333584000000
L1_RET_120406,1,AfNE,1333670400000
L1_RET_120407,1,AfNE,1333756800000
L1_RET_120408,1,AfNE,1333843200000
L1_RET_120409,1,AfNE,1333929600000
L1_RET_120410,1,AfNE,1334016000000
L1_RET_120411,1,AfNE,1334102400000
L1_RET_120412,1,AfNE,1334188800000
L1_RET_120413,1,AfNE,1334275200000
L1_RET_120414,1,AfNE,1334361600000
L1_RET_120415,1,AfNE,1334448000000
L1_RET_120416,1,AfNE,1334534400000
L1_RET_120417,1,AfNE,1334620800000
L1_RET_120418,1,AfNE,1334707200000
L1_RET_120419,1,AfNE,1334793600000
L1_RET_120420,1,AfNE,1334880000000
L1_RET_120421,1,AfNE,1334966400000
L1_RET_120422,1,AfNE,1335052800000
L1_RET_120423,1,AfNE,1335139200000
L1_RET_120424,1,AfNE,1335225600000
L1_RET_120425,1,AfNE,1335312000000
L1_RET_120426,1,AfNE,1335398400000
L1_RET_120427,1,AfNE,1335484800000
L1_RET_120428,1,AfNE,1335571200000
L1_RET_120429,1,AfNE,1335657600000
L1_RET_120430,1,AfNE,1335744000000
L1_RET_120501,1,AfNE,1335830400000
L1_RET_120502,1,AfNE,1335916800000
L1_RET_120503,1,AfNE,1336003200000
L1_RET_120504,1,AfNE,1336089600000
L1_RET_120505,1,AfNE,1336176000000
L1_RET_120506,1,AfNE,1336262400000
L1_RET_120507,1,AfNE,1336348800000
L1_RET_120508,1,AfNE,1336435200000
L1_RET_120509,1,AfNE,1336521600000
L1_RET_120510,1,AfNE,1336608000000
L1_RET_120511,1,AfNE,1336694400000
L1_RET_120512,1,AfNE,1336780800000
L1_RET_120513,1,AfNE,1336867200000
L1_RET_120514,1,AfNE,1336953600000
L1_RET_120515,1,AfNE,1337040000000
L1_RET_120516,1,AfNE,1337126400000
L1_RET_120517,1,AfNE,1337212800000
L1_RET_120518,1,AfNE,1337299200000
L1_RET_120519,1,AfNE,1337385600000
L1_RET_120520,1,AfNE,1337472000000
L1_RET_120521,1,AfNE,1337558400000
L1_RET_120522,1,AfNE,1337644800000
L1_RET_120523,1,AfNE,1337731200000
L1_RET_120524,1,AfNE,1337817600000
L1_RET_120525,1,AfNE,1337904000000
L1_RET_120526,1,AfNE,1337990400000
L1_RET_120527,1,AfNE,1338076800000
L1_RET_120528,1,AfNE,1338163200000
L1_RET_120529,1,AfNE,1338249600000
L1_RET_120530,1,AfNE,1338336000000
L1_RET_120531,1,AfNE,1338422400000
L1_RET_120601,1,AfNE,1338508800000
L1_RET_120602,1,AfNE,1338595200000
L1_RET_120603,1,AfNE,1338681600000
L1_RET_120604,1,AfNE,1338768000000
L1_RET_120605,1,AfNE,1338854400000
L1_RET_120606,1,AfNE,1338940800000
L1_RET_120607,1,AfNE,1339027200000
L1_RET_120608,1,AfNE,1339113600000
L1_RET_120609,1,AfNE,1339200000000
L1_RET_120610,1,AfNE,1339286400000
L1_RET_120611,1,AfNE,1339372800000
L1_RET_120612,1,AfNE,1339459200000
L1_RET_120613,1,AfNE,1339545600000
L1_RET_120614,1,AfNE,1339632000000
L1_RET_120615,1,AfNE,1339718400000
L1_RET_120616,1,AfNE,1339804800000
L1_RET_120617,1,AfNE,1339891200000
L1_RET_120618,1,AfNE,1339977600000
L1_RET_120619,1,AfNE,1340064000000
L1_RET_120620,1,AfNE,1340150400000
L1_RET_120621,1,AfNE,1340236800000
L1_RET_120622,1,AfNE,1340323200000
L1_RET_120623,1,AfNE,1340409600000
L1_RET_120624,1,AfNE,1340496000000
L1_RET_120625,1,AfNE,1340582400000
L1_RET_120626,1,AfNE,1340668800000
L1_RET_120627,1,AfNE,1340755200000
L1_RET_120628,1,AfNE,1340841600000
L1_RET_120629,1,AfNE,1340928000000
L1_RET_120630,1,AfNE,1341014400000
L1_RET_120701,1,AfNE,1341100800000
L1_RET_120702,1,AfNE,1341187200000
L1_RET_120703,1,AfNE,1341273600000
L1_RET_120704,1,AfNE,1341360000000
L1_RET_120705,1,AfNE,1341446400000
L1_RET_120706,1,AfNE,1341532800000
L1_RET_120707,1,AfNE,1341619200000
L1_RET_120708,1,AfNE,1341705600000
L1_RET_120709,1,AfNE,1341792000000
L1_RET_120710,1,AfNE,1341878400000
L1_RET_120711,1,AfNE,1341964800000
L1_RET_120712,1,AfNE,1342051200000
L1_RET_120713,1,AfNE,1342137600000
L1_RET_120714,1,AfNE,1342224000000
L1_RET_120715,1,AfNE,1342310400000
L1_RET_120716,1,AfNE,1342396800000
L1_RET_120717,1,AfNE,1342483200000
L1_RET_120718,1,AfNE,1342569600000
L1_RET_120719,1,AfNE,1342656000000
L1_RET_120720,1,AfNE,1342742400000
L1_RET_120721,1,AfNE,1342828800000
L1_RET_120722,1,AfNE,1342915200000
L1_RET_120723,1,AfNE,1343001600000
L1_RET_120724,1,AfNE,1343088000000
L1_RET_120725,1,AfNE,1343174400000
L1_RET_120726,1,AfNE,1343260800000
L1_RET_120727,1,AfNE,1343347200000
L1_RET_120728,1,AfNE,1343433600000
L1_RET_120729,1,AfNE,1343520000000
L1_RET_120730,1,AfNE,1343606400000
L1_RET_120731,1,AfNE,1343692800000
L1_RET_120801,1,AfNE,1343779200000
L1_RET_120802,1,AfNE,1343865600000
L1_RET_120803,1,AfNE,1343952000000
L1_RET_120804,1,AfNE,1344038400000
L1_RET_120805,1,AfNE,1344124800000
L1_RET_120806,1,AfNE,1344211200000
L1_RET_120807,1,AfNE,1344297600000
L1_RET_120808,1,AfNE,1344384000000
L1_RET_120809,1,AfNE,1344470400000
L1_RET_120810,1,AfNE,1344556800000
L1_RET_120811,1,AfNE,1344643200000
L1_RET_120812,1,AfNE,1344729600000
L1_RET_120813,1,AfNE,1344816000000
L1_RET_120814,1,AfNE,1344902400000
L1_RET_120815,1,AfNE,1344988800000
L1_RET_120816,1,AfNE,1345075200000
L1_RET_120817,1,AfNE,1345161600000
L1_RET_120818,1,AfNE,1345248000000
L1_RET_120819,1,AfNE,1345334400000
L1_RET_120820,1,AfNE,1345420800000
L1_RET_120821,1,AfNE,1345507200000
L1_RET_120822,1,AfNE,1345593600000
L1_RET_120823,1,AfNE,1345680000000
L1_RET_120824,1,AfNE,1345766400000
L1_RET_120825,1,AfNE,1345852800000
L1_RET_120826,1,AfNE,1345939200000
L1_RET_120827,1,AfNE,1346025600000
L1_RET_120828,1,AfNE,1346112000000
L1_RET_120829,1,AfNE,1346198400000
L1_RET_120830,1,AfNE,1346284800000
L1_RET_120831,1,AfNE,1346371200000
L1_RET_120901,1,AfNE,1346457600000
L1_RET_120902,1,AfNE,1346544000000
L1_RET_120903,1,AfNE,1346630400000
L1_RET_120904,1,AfNE,1346716800000
L1_RET_120905,1,AfNE,1346803200000
L1_RET_120906,1,AfNE,1346889600000
L1_RET_120907,1,AfNE,1346976000000
L1_RET_120908,1,AfNE,1347062400000
L1_RET_120909,1,AfNE,1347148800000
L1_RET_120910,1,AfNE,1347235200000
L1_RET_120911,1,AfNE,1347321600000
L1_RET_120912,1,AfNE,1347408000000
L1_RET_120913,1,AfNE,1347494400000
L1_RET_120914,1,AfNE,1347580800000
L1_RET_120915,1,AfNE,1347667200000
L1_RET_120916,1,AfNE,1347753600000
L1_RET_120917,1,AfNE,1347840000000
L1_RET_120918,1,AfNE,1347926400000
L1_RET_120919,1,AfNE,1348012800000
L1_RET_120920,1,AfNE,1348099200000
L1_RET_120921,1,AfNE,1348185600000
